PERIOD_BEGIN	PERIOD_END	PERIOD_DURATION	REGION_TYPE	REGION_TYPE_ID	TABLE_ID	IS_SEASONALLY_ADJUSTED	REGION	CITY	STATE	STATE_CODE	PROPERTY_TYPE	PROPERTY_TYPE_ID	MEDIAN_SALE_PRICE	MEDIAN_SALE_PRICE_MOM	MEDIAN_SALE_PRICE_YOY	MEDIAN_LIST_PRICE	MEDIAN_LIST_PRICE_MOM	MEDIAN_LIST_PRICE_YOY	MEDIAN_PPSF	MEDIAN_PPSF_MOM	MEDIAN_PPSF_YOY	MEDIAN_LIST_PPSF	MEDIAN_LIST_PPSF_MOM	MEDIAN_LIST_PPSF_YOY	HOMES_SOLD	HOMES_SOLD_MOM	HOMES_SOLD_YOY	PENDING_SALES	PENDING_SALES_MOM	PENDING_SALES_YOY	NEW_LISTINGS	NEW_LISTINGS_MOM	NEW_LISTINGS_YOY	INVENTORY	INVENTORY_MOM	INVENTORY_YOY	MONTHS_OF_SUPPLY	MONTHS_OF_SUPPLY_MOM	MONTHS_OF_SUPPLY_YOY	MEDIAN_DOM	MEDIAN_DOM_MOM	MEDIAN_DOM_YOY	AVG_SALE_TO_LIST	AVG_SALE_TO_LIST_MOM	AVG_SALE_TO_LIST_YOY	SOLD_ABOVE_LIST	SOLD_ABOVE_LIST_MOM	SOLD_ABOVE_LIST_YOY	PRICE_DROPS	PRICE_DROPS_MOM	PRICE_DROPS_YOY	OFF_MARKET_IN_TWO_WEEKS	OFF_MARKET_IN_TWO_WEEKS_MOM	OFF_MARKET_IN_TWO_WEEKS_YOY	PARENT_METRO_REGION	PARENT_METRO_REGION_METRO_CODE	LAST_UPDATED
2025-09-01	2025-09-30	30	place	6	24089	False	Laymantown, VA	Laymantown	Virginia	VA	All Residential	-1	357475.0	-0.2056111111	0.03992727273	345000.0		-0.0919857876	138.013079909	-0.1501413314	0.1588021932	138.221153846		-0.2351762821	2.0	-0.3333333333	-0.5	1.0	-0.6666666667	-0.75	3.0		0.0	4.0	1.0	1.0	2.0	1.3	1.5	4.0	-2.0	-25.0	0.9874034688	0.01558234475	0.004952170739	0.0	-0.3333333333	-0.5	0.5	0.0		1.0	0.3333333333	0.75	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-09-01	2025-09-30	30	place	6	22915	False	Ferrum, VA	Ferrum	Virginia	VA	All Residential	-1	285500.0	0.06397647699		449450.0			163.70412844	0.2755402767		127.12422491			1.0	-0.5					2.0			2.0			2.0			76.0	-9.0		0.9519839947	0.05397503944		0.0	0.0		0.5						Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-09-01	2025-09-30	30	place	6	23558	False	Hollins, VA	Hollins	Virginia	VA	All Residential	-1	315000.0	-0.02920101703	0.06703160277	321425.0	0.0570061495	0.06264980577	174.092455872	0.1627549369	0.0548822538	144.104711113	0.007770816304	0.08590952119	22.0	0.2222222222	0.2222222222	24.0	0.04347826087	-0.1724137931	16.0	-0.3846153846	-0.3846153846	38.0	-0.24	-0.02564102564	1.7	-1.1	-0.5	31.0	9.0	22.0	0.9883418367	-0.009910937508	-0.0138334229	0.2727272727	0.1060606061	-0.2272727273	0.5789473684	0.3589473684	0.04048582996	0.375	0.1576086957	-0.2456896552	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-09-01	2025-09-30	30	place	6	21611	False	Blue Ridge, VA	Blue Ridge	Virginia	VA	All Residential	-1	377500.0	-0.1656536634	0.1723602484	432000.0	0.2	-0.1041990669	174.498798623	0.06370765395	0.3749596069	200.482144863	0.1995515001	0.1758039712	4.0	0.0	1.0	5.0	-0.2857142857	-0.1666666667	4.0	-0.4285714286	1.0	6.0	-0.25	0.2	1.5	-0.5	-1.0	49.0	30.0	26.0	0.9626275149	-0.02722727834	-0.03159584837	0.0	0.0	0.0	0.8333333333	0.3333333333	0.03333333333	0.4	0.4	-0.1	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-09-01	2025-09-30	30	place	6	17546	False	Rocky Mount, VA	Rocky Mount	Virginia	VA	All Residential	-1	218000.0	-0.2456747405	-0.03111111111	222450.0	-0.0643533123	-0.05118362124	152.151101784	0.1500281539	-0.1608021453	111.427083177	-0.3103166779	-0.3421230767	7.0	0.1666666667	6.0	6.0	-0.1428571429	-0.25	4.0	-0.6	0.0	15.0	-0.1666666667	0.25	2.1	-0.9	-9.9	7.0	-50.0	-6.0	0.9992277492	0.01396750591	-0.0007722507858	0.4285714286	0.2619047619	0.4285714286	0.3333333333	0.1666666667	-0.1666666667	0.1666666667	-0.6904761905	-0.08333333333	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-09-01	2025-09-30	30	place	6	17881	False	Salem, VA	Salem	Virginia	VA	All Residential	-1	290000.0	-0.04918032787	-0.07936507937	294888.0	-0.1451282795	0.1797879576	165.403721603	0.1456369898	0.1083327936	161.317286652	0.01207574623	0.01378952589	26.0	-0.2121212121	0.0	31.0	-0.03125	0.347826087	29.0	-0.3829787234	0.16	67.0	-0.06944444444	0.3673469388	2.6	0.4	0.7	21.0	1.0	5.0	1.001086394	0.01333055795	0.0004958884805	0.2692307692	0.05710955711	-0.1153846154	0.3731343284	-0.001865671642	0.04660371611	0.2903225806	-0.1471774194	-0.3618513324	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-09-01	2025-09-30	30	place	6	33189	False	Henry Fork, VA	Henry Fork	Virginia	VA	All Residential	-1	131000.0	-0.01503759398		219900.0			112.542955326	-0.2638167584		206.672932331			1.0	0.0					1.0			2.0	1.0		2.0	1.0		26.0	15.0		0.873915944	-0.07642346297		0.0	0.0								Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-09-01	2025-09-30	30	place	6	26748	False	Westlake Corner, VA	Westlake Corner	Virginia	VA	All Residential	-1	994950.0	-0.2287209302	0.4578021978	637450.0	-0.1489319092	0.2877777778	321.691513146	-0.09173458288	-0.1003244272	325.272149496	-0.1950099322	0.2616616708	6.0	0.2	0.5	4.0	-0.5555555556	1.0	8.0	-0.1111111111	0.6	21.0	0.3125	-0.16	3.5	0.3	-2.8	44.0	3.0	-16.0	0.9957402766	0.01527069845	0.06125199018	0.3333333333	0.1333333333	0.3333333333	0.1428571429	-0.1071428571	-0.09714285714	0.0	-0.2222222222	0.0	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-09-01	2025-09-30	30	place	6	22204	False	Cloverdale, VA	Cloverdale	Virginia	VA	All Residential	-1	505000.0	0.1716937355	0.611333578	591000.0	0.4776847106	0.07945205479	150.959132611	-0.2295397112	-0.2004206693	118.841863517	-0.2726150568	-0.3667364547	5.0	0.25	4.0	3.0	-0.625	0.5	4.0	-0.4285714286	0.0	10.0	0.0	0.6666666667	2.0	-0.5	-4.0	25.0	18.0	-38.0	0.9980658424	0.007919818162	0.04806584245	0.2	-0.05	0.2	0.6	0.1	0.1	1.0	0.625	0.5	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-09-01	2025-09-30	30	place	6	22448	False	Daleville, VA	Daleville	Virginia	VA	All Residential	-1	397500.0	-0.04790419162	-0.205	549900.0	0.2643559234	0.2946439082	200.585501292	0.2971560627	0.5608542736	186.482820976	0.2086606224	0.006243871771	4.0	-0.3333333333	-0.2	2.0	-0.75	-0.6	5.0	-0.1666666667	-0.1666666667	14.0	0.1666666667	2.5	3.5	1.5	2.7	32.0	7.0	17.0	0.9874268923	-0.04800367179	-0.005413246328	0.25	0.08333333333	0.25	0.4285714286	0.0119047619	-0.3214285714	0.5	0.25	0.1	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-09-01	2025-09-30	30	place	6	25022	False	North Shore, VA	North Shore	Virginia	VA	All Residential	-1	625000.0	-0.07062851535	0.213592233	669900.0	0.2521495327	-0.4370588235	387.453874539	0.7288809409	0.2681595309	465.208333333	0.2868526081	0.2218805257	21.0	1.625	1.333333333	10.0	-0.4736842105	-0.09090909091	13.0	-0.2352941176	0.1818181818	43.0	-0.04444444444	0.5357142857	2.0	-3.6	-1.1	39.0	-60.0	12.0	0.9765600139	0.03259626536	0.01388554692	0.1428571429	0.1428571429	0.03174603175	0.2093023256	0.05374677003	-0.1478405316	0.4	0.08421052632	-0.1454545455	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-09-01	2025-09-30	30	place	6	20328	False	Vinton, VA	Vinton	Virginia	VA	All Residential	-1	228750.0	-0.06632653061	-0.09226190476	254975.0	0.0201040208	-0.01932315124	139.745670996	-0.1932757645	0.2524705763	125.290293266	-0.1187824142	0.1654911001	6.0	-0.3333333333	-0.3333333333	6.0	-0.3333333333	-0.1428571429	4.0	-0.4285714286	-0.5555555556	15.0	-0.0625	-0.1666666667	2.5	0.7	0.5	15.0	2.0	9.0	0.998326387	0.01922515485	-0.005079949964	0.3333333333	0.2222222222	-0.1111111111	0.5333333333	-0.1541666667	0.03333333333	0.1666666667	-0.2777777778	-0.4047619048	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-09-01	2025-09-30	30	place	6	32960	False	Glenvar, VA	Glenvar	Virginia	VA	All Residential	-1	289000.0	0.1115384615		284900.0			102.92022792	-0.1485330375		151.542553191			1.0	0.0					1.0			2.0	1.0		2.0	1.0		18.0	14.0		0.996723573	-0.003468771652		0.0	-1.0		0.5						Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-09-01	2025-09-30	30	place	6	21968	False	Cave Spring, VA	Cave Spring	Virginia	VA	All Residential	-1	367000.0	-0.005420054201	0.0338028169	355500.0	-0.06422742827	-0.03788903924	150.633889261	0.03219039501	0.06540839461	145.072727273	-0.1272047302	-0.03750056545	28.0	-0.06666666667	0.2173913043	28.0	-0.2222222222	-0.125	52.0	0.2682926829	0.4857142857	88.0	0.3333333333	0.5438596491	3.1	0.9	0.6	18.0	-2.0	-1.0	0.9765024965	-0.02776683089	-0.01081927143	0.1785714286	-0.1214285714	-0.1692546584	0.3977272727	-0.1477272727	0.04685007974	0.3928571429	-0.1349206349	-0.1383928571	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-09-01	2025-09-30	30	place	6	25290	False	Penhook, VA	Penhook	Virginia	VA	All Residential	-1	935000.0	-0.4776536313		1922500.0	0.9922279793		271.428571429	-0.3396200518		451.850119391	0.206705613		3.0	-0.25		1.0	-0.75		4.0	0.3333333333		13.0	0.1818181818		4.3	1.5		3.0	-109.0		1.021783648	0.03794738364		0.3333333333	-0.1666666667		0.2307692308	0.1398601399		0.0	-0.75		Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-09-01	2025-09-30	30	place	6	17419	False	Roanoke, VA	Roanoke	Virginia	VA	All Residential	-1	224000.0	-0.1038207642	-0.03448275862	234800.0	-0.06061212242	0.06994759626	121.877183188	-0.08768462231	-0.1030683488	139.085072231	0.007313098886	0.036815993	101.0	-0.3175675676	0.1098901099	119.0	-0.15	0.07207207207	149.0	0.0275862069	0.3545454545	334.0	0.02140672783	0.8659217877	3.3	1.1	1.3	24.0	-7.0	7.0	0.96896045	-0.01424214218	-0.01038106036	0.2475247525	-0.02950227455	-0.005222500272	0.4640718563	-0.0252247798	0.0394908507	0.2857142857	-0.07142857143	-0.1737451737	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-09-01	2025-09-30	30	place	6	26539	False	Union Hall, VA	Union Hall	Virginia	VA	All Residential	-1	1534999.0	3.70858589	0.6868120879	1112250.0	0.3920525657	-0.1954792043	355.339442678	1.105876697	0.2831268227	386.146164438	0.4603970624	0.2180877164	5.0	0.6666666667	0.0	5.0	1.5	-0.375	2.0	-0.3333333333	-0.75	10.0	-0.2307692308	-0.1666666667	2.0	-2.3	-0.4	88.0	66.0	69.0	0.9816116361	0.0007729388114	-0.01563481194	0.0	-0.3333333333	-0.4	0.5	0.03846153846	0.3333333333	0.0	0.0	-0.5	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-08-01	2025-08-31	30	place	6	25022	False	North Shore, VA	North Shore	Virginia	VA	All Residential	-1	672497.5	-0.1032170956	0.280947619	535000.0	0.07021404281	-0.02184843222	224.106741753	-0.3585637427	-0.3443277041	361.508637744	0.2583017197	-0.08901087492	8.0	-0.5555555556	-0.2727272727	19.0	0.05555555556	0.5833333333	17.0	0.0	0.3076923077	45.0	-0.04255319149	0.5517241379	5.6	3.0	3.0	99.0	66.0	78.0	0.9439637485	-0.04287440962	-0.03423149605	0.0	-0.1666666667	-0.09090909091	0.1555555556	-0.3125295508	-0.2582375479	0.3157894737	0.2046783626	-0.01754385965	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-08-01	2025-08-31	30	place	6	14394	False	New Castle, VA	New Castle	Virginia	VA	All Residential	-1	219000.0	-0.2935483871					154.225352113	0.01539981826					1.0	0.0								1.0	0.0		1.0	0.0		32.0	13.0		1.0	0.05775075988		0.0	0.0								Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-08-01	2025-08-31	30	place	6	26748	False	Westlake Corner, VA	Westlake Corner	Virginia	VA	All Residential	-1	1290000.0	0.9876733436	2.0	749000.0	-0.242669363	0.04755244755	354.182276547	0.1213798445	1.141567254	404.069767442	0.1251851765	0.2280330135	5.0	-0.1666666667	0.6666666667	9.0	0.8	0.5	9.0	0.8	-0.1818181818	16.0	-0.1578947368	-0.2727272727	3.2	0.0	-4.1	41.0	25.0	-29.0	0.9804695782	-0.01059165851	0.001529854126	0.2	0.2	0.2	0.25	-0.06578947368	0.06818181818	0.2222222222	0.02222222222	-0.1111111111	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-08-01	2025-08-31	30	place	6	21611	False	Blue Ridge, VA	Blue Ridge	Virginia	VA	All Residential	-1	452450.0	0.6015929204	0.6145954144	360000.0	-0.07621247113	0.2523045883	164.04770425	0.3147684917	0.5841791442	167.13091922	-0.2028044425	-0.2066609238	4.0	1.0	1.0	7.0	0.1666666667	2.5	7.0	0.1666666667	0.75	8.0	-0.1111111111	0.0	2.0	-2.5	-2.0	19.0	-5.0	-6.0	0.9898547933	0.08980269635	-0.04550211135	0.0	0.0	-0.5	0.5	0.3888888889	0.375	0.0	-0.5	-0.5	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-08-01	2025-08-31	30	place	6	2766	False	Buchanan, VA	Buchanan	Virginia	VA	All Residential	-1	171800.0	-0.3516981132	-0.332815534	330000.0	0.8867924528	0.375286518	115.885204991	-0.2189774486	-0.2896236934	74.643745759	-0.3376381165	-0.4459657796	4.0	0.3333333333	1.0				1.0	-0.6666666667	-0.6666666667	4.0	0.3333333333	-0.2	1.0	0.0	-1.5	38.0	6.0	11.0	1.013423486	0.07342446909	-0.01303084415	0.25	0.25	-0.25	0.5		0.3				Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-08-01	2025-08-31	30	place	6	20328	False	Vinton, VA	Vinton	Virginia	VA	All Residential	-1	245000.0	-0.05751105982	-0.07894736842	249950.0	0.04167534903	0.1495918133	173.226072607	0.3834096047	0.4072489095	142.178612059	-0.004417854871	0.05436523372	9.0	0.2857142857	-0.1818181818	9.0	-0.25	0.125	7.0	-0.3636363636	-0.5	16.0	-0.1578947368	0.0	1.8	-0.9	0.3	13.0	-26.0	-13.0	0.9791012322	0.01844473333	-0.01062329932	0.1111111111	0.1111111111	-0.2525252525	0.6875	0.2138157895	0.3125	0.4444444444	-0.05555555556	-0.4305555556	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-08-01	2025-08-31	30	place	6	33189	False	Henry Fork, VA	Henry Fork	Virginia	VA	All Residential	-1	133000.0						152.873563218						1.0			1.0						1.0			1.0			11.0			0.9503394069			0.0			1.0			0.0			Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-08-01	2025-08-31	30	place	6	23558	False	Hollins, VA	Hollins	Virginia	VA	All Residential	-1	324475.0	0.08158333333	0.09834034588	304090.0	-0.1286819484	0.0487670288	149.7241167	0.07219497788	-0.07760865277	142.993534623	-0.05200666679	0.07115156845	18.0	-0.2173913043	-0.1818181818	23.0	0.04545454545	0.15	26.0	0.04	0.04	50.0	0.08695652174	0.2195121951	2.8	0.8	0.9	22.0	4.0	1.0	0.9982527742	0.009616762965	0.003924989871	0.1666666667	-0.05072463768	-0.2424242424	0.22	0.02434782609	-0.2190243902	0.2173913043	-0.1916996047	-0.2826086957	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-08-01	2025-08-31	30	place	6	19978	False	Troutville, VA	Troutville	Virginia	VA	All Residential	-1	285000.0	-0.1617647059		287000.0	-0.2026670371		213.384126839	0.8300826878		155.293778802	-0.3908186813		2.0	1.0					2.0	1.0		3.0	0.5		1.5	-0.5		13.0	-2.0		0.9653424087	-0.006086162761		0.0	0.0								Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-08-01	2025-08-31	30	place	6	32960	False	Glenvar, VA	Glenvar	Virginia	VA	All Residential	-1	260000.0	-0.2121212121	0.3402061856				120.874012087	-0.4091824803	-0.2560640699				1.0	0.0	0.0	1.0	-0.5					1.0	-0.5	0.0	1.0	-1.0	0.0	4.0	-8.0	-25.0	1.000192345	0.0001923446817	-0.02626268177	1.0	1.0	0.0				0.0	-1.0		Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-08-01	2025-08-31	30	place	6	24089	False	Laymantown, VA	Laymantown	Virginia	VA	All Residential	-1	450000.0	1.008928571	0.4285714286				162.395331134	0.5357307903	-0.2571058027				3.0	0.5	2.0	3.0	0.0	0.5				2.0	-0.6	-0.3333333333	0.7	-1.8	-2.3	6.0	2.0	-13.0	0.971821124	-0.3959957234	0.03138225257	0.3333333333	-0.6666666667	0.3333333333	0.5		-0.5	0.6666666667	0.0	-0.3333333333	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-08-01	2025-08-31	30	place	6	26539	False	Union Hall, VA	Union Hall	Virginia	VA	All Residential	-1	326000.0	-0.742800789	-0.6488960689	799000.0	-0.4489655172	-0.05944673337	168.737060041	-0.6039881685	-0.282730681	264.411764706	-0.2417764706	0.05687465461	3.0	-0.25	0.0	2.0	-0.5	-0.5	3.0	-0.4	-0.25	13.0	0.08333333333	0.3	4.3	1.3	1.0	22.0	-29.0	-41.0	0.9808386973	0.0413465558	0.06015103303	0.3333333333	0.3333333333	0.3333333333	0.4615384615	0.04487179487	0.1615384615	0.0	-0.5	-0.25	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-08-01	2025-08-31	30	place	6	22448	False	Daleville, VA	Daleville	Virginia	VA	All Residential	-1	417500.0	0.2050800981	0.3744855967	434925.0	0.04298561151	-0.13015	154.634825421	-0.1705903185	-0.03454323186	154.288819812	-0.08781618406	-0.2130567562	6.0	0.5	2.0	8.0	0.1428571429	1.666666667	6.0	-0.25	0.2	12.0	-0.07692307692	2.0	2.0	-1.3	0.0	25.0	-41.0	-103.0	1.035430564	0.05812710254	0.1770972308	0.1666666667	-0.08333333333	0.1666666667	0.4166666667	0.108974359	0.1666666667	0.25	-0.1785714286	-0.08333333333	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-08-01	2025-08-31	30	place	6	21968	False	Cave Spring, VA	Cave Spring	Virginia	VA	All Residential	-1	369000.0	-0.04651162791	-0.016	379900.0	0.08558365481	0.1512295641	145.936147042	-0.1428710302	-0.01910061167	166.216216216	0.183035759	0.07341285331	30.0	-0.3023255814	-0.1891891892	36.0	0.125	0.09090909091	41.0	-0.2264150943	-0.02380952381	66.0	-0.02941176471	0.3469387755	2.2	0.6	0.9	20.0	5.0	12.0	1.004269327	0.02501767705	0.006375187569	0.3	0.09069767442	0.05675675676	0.5454545455	0.1483957219	0.3413729128	0.5277777778	0.1215277778	0.04292929293	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-08-01	2025-08-31	30	place	6	17881	False	Salem, VA	Salem	Virginia	VA	All Residential	-1	305000.0	0.1730769231	0.1787439614	344950.0	-0.0969895288	0.1163430421	144.377078491	-0.2281842012	0.1154761207	159.392503231	0.03090040611	0.04501505383	33.0	0.5714285714	0.65	32.0	0.06666666667	0.06666666667	47.0	0.3823529412	0.2368421053	72.0	0.2857142857	0.5652173913	2.2	-0.5	-0.1	20.0	-6.0	14.0	0.9877558361	-0.01411916215	-0.01002602471	0.2121212121	-0.02597402597	-0.1378787879	0.375	0.01785714286	0.07065217391	0.4375	0.004166666667	-0.09583333333	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-08-01	2025-08-31	30	place	6	22915	False	Ferrum, VA	Ferrum	Virginia	VA	All Residential	-1	268333.0	-0.2107852941	0.5333314286				128.341010809	-0.06575293603	-0.2482883653				2.0	1.0	1.0	1.0	-0.5											85.0	76.0	-4.0	0.8980089552	-0.1021381252	0.004696040471	0.0	-1.0	0.0				0.0	0.0		Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-08-01	2025-08-31	30	place	6	7105	False	Fincastle, VA	Fincastle	Virginia	VA	All Residential	-1	335000.0	-0.1207349081	-0.2023809524	199995.0	-0.2118423645		156.982193065	0.004714358144	-0.04390369081	207.034161491	0.2351508914		1.0	-0.5	0.0				1.0	-0.5		3.0	0.5	0.0	3.0	2.0	0.0	18.0	-38.0	-84.0	0.9925925926	-0.007459496167	0.03804713805	0.0	-0.5	0.0							Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-08-01	2025-08-31	30	place	6	25290	False	Penhook, VA	Penhook	Virginia	VA	All Residential	-1	1790000.0	0.3259259259	1.118343195	965000.0	-0.2279654129	-0.06310679612	411.018796329	0.393179543	-0.09924716452	374.449339207	0.1542766513	-0.09474615113	4.0	0.0	-0.2	4.0	-0.3333333333	0.0	3.0	-0.5	-0.25	11.0	-0.08333333333	1.2	2.8	-0.2	1.8	112.0	99.0	108.0	0.9838362647	-0.00303614724	-0.01522145023	0.5	0.25	0.5	0.09090909091	0.007575757576	-0.1090909091	0.75	0.4166666667	0.25	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-08-01	2025-08-31	30	place	6	17419	False	Roanoke, VA	Roanoke	Virginia	VA	All Residential	-1	249950.0	-0.0236328125	0.06361702128	249950.0	-0.03846893633	0.04167534903	133.591065292	-0.1153612773	-0.0094137527	138.075313808	-0.06171980546	0.06437198982	148.0	0.1127819549	0.2032520325	140.0	-0.02777777778	0.2068965517	145.0	-0.07643312102	0.1240310078	327.0	-0.01208459215	0.8474576271	2.2	-0.3	0.8	31.0	12.0	14.0	0.9832025922	0.006643109155	0.01035938263	0.277027027	-0.06131883763	-0.0156558998	0.4892966361	0.07842050316	0.0147203649	0.3571428571	-0.03869047619	-0.05665024631	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-08-01	2025-08-31	30	place	6	17546	False	Rocky Mount, VA	Rocky Mount	Virginia	VA	All Residential	-1	289000.0	-0.06168831169	0.3765182186	237750.0	-0.1937945066	0.05690153367	132.302066922	0.07922899161	0.1673299806	161.562676106	0.1062620907	0.4312856456	6.0	-0.25	0.0	7.0	0.0	0.75	10.0	0.6666666667	0.25	18.0	0.125	0.125	3.0	1.0	0.3	57.0	-2.0	51.0	0.9852602433	0.02752813577	-0.01247729772	0.1666666667	0.04166666667	0.0	0.1666666667	-0.2083333333	-0.2083333333	0.8571428571	0.5714285714	0.1071428571	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-08-01	2025-08-31	30	place	6	22204	False	Cloverdale, VA	Cloverdale	Virginia	VA	All Residential	-1	431000.0	-0.04856512141	0.1539491299	399950.0	0.0	-0.1304489618	195.933696797	0.2211031266	0.1631624016	163.382352941	-0.15233391	0.1178699091	4.0	-0.3333333333	-0.3333333333	8.0	3.0	7.0	7.0	0.0	6.0	10.0	-0.09090909091	1.5	2.5	0.7	1.8	7.0	-1.0	-26.0	0.9901460243	0.006589994778	0.01737877571	0.25	-0.08333333333	0.08333333333	0.5	0.1363636364	0.0	0.375	-0.125	0.375	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-07-01	2025-07-31	30	place	6	22204	False	Cloverdale, VA	Cloverdale	Virginia	VA	All Residential	-1	453000.0	0.1857086769	-0.09218436874	399950.0	-0.1257445762	0.08682065217	160.456305887	0.02575340272	-0.04877582327	192.743764172	0.1709832219	0.1396686314	6.0	-0.3333333333	1.0	2.0	-0.7777777778	-0.6666666667	7.0	-0.125	0.4	11.0	0.8333333333	1.75	1.8	1.1	0.5	8.0	-7.0	-14.0	0.9835560295	0.00836188125	-0.005106622899	0.3333333333	0.3333333333	0.0	0.3636363636	-0.4696969697	-0.6363636364	0.5	-0.2777777778	0.0	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-07-01	2025-07-31	30	place	6	7105	False	Fincastle, VA	Fincastle	Virginia	VA	All Residential	-1	381000.0		0.9794778543	253750.0		-0.2251316894	156.24559537		0.430885281	167.618517651		0.03593678819	2.0		0.0	1.0		-0.6666666667	2.0		0.0	2.0		-0.6	1.0		-1.5	56.0		51.0	1.000052089		5.208875925e-05	0.5		0.5				0.0		0.0	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-07-01	2025-07-31	30	place	6	32960	False	Glenvar, VA	Glenvar	Virginia	VA	All Residential	-1	330000.0			274950.0			204.587724737			112.054657047			1.0			2.0			2.0			2.0			2.0			12.0			1.0			0.0			1.0			1.0			Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-07-01	2025-07-31	30	place	6	17419	False	Roanoke, VA	Roanoke	Virginia	VA	All Residential	-1	256000.0	0.0	0.1130434783	259950.0	0.1061702128	0.02960689177	151.012002821	-0.003320781379	0.07883040599	147.157868845	0.1027818185	0.08409327328	133.0	0.3039215686	0.1176470588	144.0	0.05109489051	0.1428571429	157.0	0.00641025641	0.171641791	331.0	0.07467532468	0.8087431694	2.5	-0.5	1.0	19.0	0.0	9.0	0.976559483	0.0001339317494	-0.01451759359	0.3383458647	0.08344390388	0.01061477222	0.4108761329	-0.08587711382	0.01196902911	0.3958333333	-0.08591849148	-0.09623015873	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-07-01	2025-07-31	30	place	6	23558	False	Hollins, VA	Hollins	Virginia	VA	All Residential	-1	300000.0	-0.01202041824	0.08108108108	349000.0	0.2288732394	0.1831511145	139.642620781	-0.2780858433	0.0181301843	150.838122605	0.03058238361	-0.05993800683	23.0	0.4375	0.2777777778	22.0	-0.08333333333	0.5714285714	25.0	-0.07407407407	0.3888888889	46.0	0.09523809524	0.3939393939	2.0	-0.6	0.2	18.0	-7.0	2.0	0.9886360112	-0.006994195525	-0.0124388362	0.2173913043	-0.09510869565	-0.2270531401	0.1956521739	-0.1614906832	-0.1073781291	0.4090909091	0.07575757576	-0.09090909091	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
2025-07-01	2025-07-31	30	place	6	20328	False	Vinton, VA	Vinton	Virginia	VA	All Residential	-1	259950.0	-0.1613839826	0.0393842463	239950.0	-0.127295872	-0.0400080016	125.216763006	-0.2478863261	-0.01266229436	142.80952381	-0.1422155226	0.2888291704	7.0	-0.125	0.4	12.0	1.4	0.2	11.0	0.0	0.5714285714	19.0	-0.05	0.9	2.7	0.2	0.7	39.0	35.0	31.0	0.9606564989	-0.03422148693	-0.06376648556	0.0	-0.125	-0.6	0.4736842105	0.1236842105	0.07368421053	0.5	0.1	0.1	Roanoke, VA	40220	2025-10-13 14:40:31.665 Z
